id,title,course_level,department_name
PHARM284,"Endocrine, Respiratory, and Gastrointestinal Pharmacology",Graduate/Professional Only (200+),Medical Pharmacology
PHILOS1,Introduction to Philosophy,Lower Division (1-99),Philosophy
PHILOS110,Topics in Ancient Philosophy,Upper Division (100-199),Philosophy
PHILOS40,Special Topics in Philosophy,Lower Division (1-99),Philosophy
PHRMSCI174L,Biopharmaceutics and Nanomedicine Lab,Upper Division (100-199),Pharmaceutical Sciences
PHRMSCI177,Medicinal Chemistry,Upper Division (100-199),Pharmaceutical Sciences
MUSIC182,Advanced Jazz Combo,Upper Division (100-199),Music
MUSIC160,University Orchestra,Upper Division (100-199),Music
MUSIC214,Graduate Recital,Graduate/Professional Only (200+),Music
MUSIC215A,Computer Music Composition and Production,Graduate/Professional Only (200+),Music
MUSIC21C,Keyboard Skills,Lower Division (1-99),Music
MUSIC230,Seminar in Contemporary Music,Graduate/Professional Only (200+),Music
MUSIC66,Strings for Music Majors,Lower Division (1-99),Music
NEURBIO200B,Research in Neurobiology and Behavior,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO240,Advanced Analysis of Learning and Memory,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO257,Statistics for Neurobiologists,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI170,Community-Based Health Care,Upper Division (100-199),Nursing Science
NURSCI199,Independent Study in Nursing Science,Upper Division (100-199),Nursing Science
NURSCI200,Research Methods and Evaluation for Evidence-Based Practice,Graduate/Professional Only (200+),Nursing Science
NURSCI224,Research Designs in Nursing Science,Graduate/Professional Only (200+),Nursing Science
NURSCI228,Human Behavior and Mental Health Care,Graduate/Professional Only (200+),Nursing Science
NURSCI263,Frameworks for Professional Nursing Practice,Graduate/Professional Only (200+),Nursing Science
NURSCI284,Scholarly Concentration,Graduate/Professional Only (200+),Nursing Science
NURSCI286,DNP APRN Practicum II,Graduate/Professional Only (200+),Nursing Science
PATH200B,Research in Experimental Pathology,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PEDGEN201B,Clinical Rotation I,Graduate/Professional Only (200+),Pediatrics Genetics
PHILOS212,Topics in Renaissance Philosophy,Graduate/Professional Only (200+),Philosophy
PHILOS220,Topics in Metaphysics,Graduate/Professional Only (200+),Philosophy
PHILOS221A,Medical Epistemology,Graduate/Professional Only (200+),Philosophy
PHILOS247,Topics in Philosophy of Mathematics,Graduate/Professional Only (200+),Philosophy
PHMD200A,Interprofessional Clinical Foundations I,Graduate/Professional Only (200+),Pharmacy
PHMD200D,Interprofessional Clinical Foundations IV,Graduate/Professional Only (200+),Pharmacy
PHMD215,Health Policy and Pharmacoeconomics,Graduate/Professional Only (200+),Pharmacy
PHRMSCI173,Pharmacotherapy,Upper Division (100-199),Pharmaceutical Sciences
MUSIC242B,First-Year Research and Writing Seminar II,Graduate/Professional Only (200+),Music
MUSIC245,Prospectus Research,Graduate/Professional Only (200+),Music
MUSIC4,Introduction to Opera,Lower Division (1-99),Music
MUSIC44,Classical Music in Society,Lower Division (1-99),Music
MUSIC70,"Guitar, Lute, and Other Plucked Instruments for Music Majors",Lower Division (1-99),Music
MUSIC8,The Beatles and the Sixties,Lower Division (1-99),Music
NEURBIO200C,Research in Neurobiology and Behavior,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO202B,Foundations of Neuroscience,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI110W,Frameworks for Professional Nursing Practice,Upper Division (100-199),Nursing Science
NURSCI116,Human Growth and Development through the Lifespan,Upper Division (100-199),Nursing Science
NURSCI219,Pathophysiology,Graduate/Professional Only (200+),Nursing Science
NURSCI239,"The Science of Change, Quality Improvement, and Program Evaluation",Graduate/Professional Only (200+),Nursing Science
NURSCI241,DNP Scholarly Project III: Implementation and Evaluation,Graduate/Professional Only (200+),Nursing Science
NURSCI270,Primary Care Pediatrics,Graduate/Professional Only (200+),Nursing Science
NURSCI299,Independent Study in Nursing Science,Graduate/Professional Only (200+),Nursing Science
PATH204B,Experimental Pathology Research Seminar,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PATH240,Neuropathology,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PEDGEN200D,Disorders due to Inborn Errors of Metabolism,Graduate/Professional Only (200+),Pediatrics Genetics
PERSIAN165A,Modern Iran: Cinema and the City,Upper Division (100-199),Persian
PERSIAN2A,Intermediate Persian,Lower Division (1-99),Persian
PHARM276,Experimental Design and Data Analysis,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS103,Introduction to Moral Philosophy,Upper Division (100-199),Philosophy
PHILOS130,Topics in Moral Philosophy,Upper Division (100-199),Philosophy
PHILOS131A,Applied Ethics,Upper Division (100-199),Philosophy
PHILOS134,Topics in Philosophy of Gender and Race,Upper Division (100-199),Philosophy
PHILOS162,Social Ontology,Upper Division (100-199),Philosophy
PHILOS205C,Undecidability and Incompleteness,Graduate/Professional Only (200+),Philosophy
PHILOS218,Topics in Contemporary Philosophy,Graduate/Professional Only (200+),Philosophy
PHILOS240,Topics in Philosophy of Science,Graduate/Professional Only (200+),Philosophy
PHILOS246,Topics in Philosophy of Logic,Graduate/Professional Only (200+),Philosophy
PHMD205B,Molecular Basis of Health and Disease II: Microbiology and Immunology,Graduate/Professional Only (200+),Pharmacy
PHMD220,Medical Physiology with Anatomic Correlates,Graduate/Professional Only (200+),Pharmacy
PHMD274C,Pharmaceutics III,Graduate/Professional Only (200+),Pharmacy
PHRMSCI174,Biopharmaceutics and Nanomedicine,Upper Division (100-199),Pharmaceutical Sciences
PHRMSCI179,Emerging Technologies in Pharmaceutical Sciences and Medicine,Upper Division (100-199),Pharmaceutical Sciences
PHRMSCI250A,Current Topics in Pharmaceutical Sciences,Graduate/Professional Only (200+),Pharmaceutical Sciences
MUSIC195A,Senior Thesis,Upper Division (100-199),Music
MUSIC210,Choral Conducting,Graduate/Professional Only (200+),Music
MUSIC224,Seminar in Music Theory and Analysis,Graduate/Professional Only (200+),Music
MUSIC250,Directed Research,Graduate/Professional Only (200+),Music
MUSIC42,Music and Gender,Lower Division (1-99),Music
MUSIC67,Winds for Music Majors,Lower Division (1-99),Music
NETSYS260,Middleware for Networked and Distributed Systems,Graduate/Professional Only (200+),Networked Systems
NEURBIO201C,Research in Neurobiology and Behavior,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO206,Molecular Neuroscience,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO399,University Teaching,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI221B,Medical Surgical Nursing 2,Graduate/Professional Only (200+),Nursing Science
NURSCI222B,Seminar in Clinical Translational Science,Graduate/Professional Only (200+),Nursing Science
NURSCI230,Advanced Health and Physical Assessment,Graduate/Professional Only (200+),Nursing Science
NURSCI260A,Primary Care Adult/Gerontology Chronic Conditions,Graduate/Professional Only (200+),Nursing Science
NURSCI264B,Applied Pharmacology II,Graduate/Professional Only (200+),Nursing Science
NURSCI267,Human Behavior and Mental Health Nursing,Graduate/Professional Only (200+),Nursing Science
NURSCI292,DNP Practicum II,Graduate/Professional Only (200+),Nursing Science
NURSCI92,Compassion in Health Care,Lower Division (1-99),Nursing Science
PATH221,Immunopathogenic Mechanisms of Disease,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PEDGEN200A,Introduction to Medical Genetics and Cytogenetics,Graduate/Professional Only (200+),Pediatrics Genetics
PEDGEN202B,Community Resources,Graduate/Professional Only (200+),Pediatrics Genetics
PERSIAN1C,Fundamentals in Persian,Lower Division (1-99),Persian
PHARM277,Ethics in Scientific Research,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS113,Topics in Modern Philosophy,Upper Division (100-199),Philosophy
PHILOS117,Topics in Asian Philosophy,Upper Division (100-199),Philosophy
PHILOS120,Topics in Metaphysics,Upper Division (100-199),Philosophy
PHILOS133,Topics in Philosophy of Law,Upper Division (100-199),Philosophy
PHILOS206,Topics in Logic,Graduate/Professional Only (200+),Philosophy
PHILOS245,Topics in Philosophy of Language,Graduate/Professional Only (200+),Philosophy
PHILOS30,Introduction to Symbolic Logic,Lower Division (1-99),Philosophy
PHMD202B,Self Care II: Conventional and Complementary,Graduate/Professional Only (200+),Pharmacy
PHMD203B,Pharmacotherapy Principles to Practice II: Immunology,Graduate/Professional Only (200+),Pharmacy
PHMD203F,Pharmacotherapy - Principles to Practice VI: Infectious Diseases,Graduate/Professional Only (200+),Pharmacy
PHMD280A,Scholarly Project I,Graduate/Professional Only (200+),Pharmacy
PHRMSCI223,Biological Macromolecules,Graduate/Professional Only (200+),Pharmaceutical Sciences
MUSIC157,Advanced Study in Composition,Upper Division (100-199),Music
MUSIC15,Musicianship,Lower Division (1-99),Music
MUSIC183B,Jazz Composition II,Upper Division (100-199),Music
MUSIC195B,Senior Thesis,Upper Division (100-199),Music
MUSIC220,Seminar in Music History,Graduate/Professional Only (200+),Music
NEURBIO202A,Foundations of Neuroscience,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO231,Clinical and Epidemiological Aspects of Neurodegenerative Diseases,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI101,Introduction to Nursing Informatics,Upper Division (100-199),Nursing Science
NURSCI120,Adult Health Care,Upper Division (100-199),Nursing Science
NURSCI216,Critical Thinking Through Writing Critique,Graduate/Professional Only (200+),Nursing Science
NURSCI262,Foundations of Professional Nursing Practice,Graduate/Professional Only (200+),Nursing Science
NURSCI264A,Applied Pharmacology I,Graduate/Professional Only (200+),Nursing Science
NURSCI265,Older Adult Health Care,Graduate/Professional Only (200+),Nursing Science
NURSCI274,Critical and Specialty Health Care,Graduate/Professional Only (200+),Nursing Science
NURSCI275,Clinical Preceptorship,Graduate/Professional Only (200+),Nursing Science
NURSCI287,DNP APRN Practicum III,Graduate/Professional Only (200+),Nursing Science
NURSCI294,Directed Study in Vulnerable Populations,Graduate/Professional Only (200+),Nursing Science
PATH203B,Advanced Studies in Experimental Pathology,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PEDGEN202C,Ethical Issues in Human Genetics,Graduate/Professional Only (200+),Pediatrics Genetics
PERSIAN10B,Persian Peer-to-Peer Language Mentor Program,Lower Division (1-99),Persian
PERSIAN1A,Fundamentals in Persian,Lower Division (1-99),Persian
PHILOS100W,Writing Philosophy,Upper Division (100-199),Philosophy
PHILOS105A,Elementary Set Theory,Upper Division (100-199),Philosophy
PHILOS150,Phenomenology,Upper Division (100-199),Philosophy
PHILOS91,The Philosophy of Sex,Lower Division (1-99),Philosophy
PHMD201C,Principles of Pharmacy Practice III,Graduate/Professional Only (200+),Pharmacy
PHRMSCI177L,Medicinal Chemistry Laboratory,Upper Division (100-199),Pharmaceutical Sciences
MUSIC166P,String Accompaniment,Upper Division (100-199),Music
MUSIC16B,Music Theory,Lower Division (1-99),Music
MUSIC222,Seminar in Musicology,Graduate/Professional Only (200+),Music
MUSIC290,Dissertation Research,Graduate/Professional Only (200+),Music
MUSIC3,Introduction to Music,Lower Division (1-99),Music
MUSIC399,University Teaching,Graduate/Professional Only (200+),Music
MUSIC40C,History of European Music: Hasse to Mahler,Lower Division (1-99),Music
MUSIC68,Voice for Music Majors,Lower Division (1-99),Music
MUSIC82B,HOMAYUN-Pish Radif: Introduction to Classical Persian Music,Lower Division (1-99),Music
MUSIC82C,SHUR-Pish Radif: Introduction to Classical Persian Music,Lower Division (1-99),Music
MUSICH80,Experiments in Music,Lower Division (1-99),Music
NEURBIO207,Cellular Neuroscience,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO232,Regenerative Neurobiology,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO236,"Cortex: Structure, Function, and Plasticity",Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI108W,Frameworks for Professional Nursing Practice,Upper Division (100-199),Nursing Science
NURSCI118B,Human Health and Disease II,Upper Division (100-199),Nursing Science
NURSCI135,Older Adult Health Care,Upper Division (100-199),Nursing Science
NURSCI160,Leadership and Management in Health Care,Upper Division (100-199),Nursing Science
NURSCI179B,Scholarly Concentration II,Upper Division (100-199),Nursing Science
NURSCI261,Advanced Qualitative and Mixed Methods Research Design,Graduate/Professional Only (200+),Nursing Science
NURSCI399,University Teaching,Graduate/Professional Only (200+),Nursing Science
NURSCI90,Introduction to Pain Medicine,Lower Division (1-99),Nursing Science
PATH203A,Advanced Studies in Experimental Pathology,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PATH204A,Experimental Pathology Research Seminar,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PEDGEN204A,Professional Skills Development,Graduate/Professional Only (200+),Pediatrics Genetics
PERSIAN10A,Persian Peer-to-Peer Language Mentor Program,Lower Division (1-99),Persian
PERSIAN2B,Intermediate Persian,Lower Division (1-99),Persian
PHARM281,Neuropharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS10,History of Ancient Philosophy,Lower Division (1-99),Philosophy
PHILOS122,Topics in Philosophy of Mind,Upper Division (100-199),Philosophy
PHILOS141D,Probability and Determinism,Upper Division (100-199),Philosophy
PHILOS199,Directed Special Studies,Upper Division (100-199),Philosophy
PHILOS205A,Set Theory,Graduate/Professional Only (200+),Philosophy
PHILOS222,Topics in Mind and Action,Graduate/Professional Only (200+),Philosophy
PHILOS242,Topics in Philosophy of Biology,Graduate/Professional Only (200+),Philosophy
PHILOS399,University Teaching,Graduate/Professional Only (200+),Philosophy
PHILOS5,Contemporary Moral Problems,Lower Division (1-99),Philosophy
PHMD205A,Molecular Basis of Health and Disease I: Microbiology and Immunology,Graduate/Professional Only (200+),Pharmacy
PHMD280B,Scholarly Project II,Graduate/Professional Only (200+),Pharmacy
PHMD290,Doctor of Pharmacy Epilogue,Graduate/Professional Only (200+),Pharmacy
PHRMSCI250B,Current Topics in Pharmaceutical Sciences,Graduate/Professional Only (200+),Pharmaceutical Sciences
MUSIC15B,Musicianship II,Lower Division (1-99),Music
MUSIC15A,Musicianship I,Lower Division (1-99),Music
MUSIC166,Strings for Music Performance Majors,Upper Division (100-199),Music
MUSIC204,Proseminar in Music Theory and Analysis,Graduate/Professional Only (200+),Music
MUSIC276,Contemporary Ensemble,Graduate/Professional Only (200+),Music
NEURBIO233,Neurobiology of Drug Addiction,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO248,Topics in Neurobiology and Behavior,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI117,Applied Pharmacology,Upper Division (100-199),Nursing Science
NURSCI119,Pathophysiology,Upper Division (100-199),Nursing Science
NURSCI211,Ph.D. Seminar: Nursing and Interdisciplinary Research to Improve Human Health,Graduate/Professional Only (200+),Nursing Science
NURSCI222A,Seminar in Clinical Translational Science,Graduate/Professional Only (200+),Nursing Science
NURSCI232,Leadership and Professional Collaboration in Healthcare,Graduate/Professional Only (200+),Nursing Science
NURSCI238,Foundations of Health Systems and Health Economics,Graduate/Professional Only (200+),Nursing Science
NURSCI271,Community-Based Health Care,Graduate/Professional Only (200+),Nursing Science
NURSCI272,Pediatrics: Care of Children and Families,Graduate/Professional Only (200+),Nursing Science
PEDGEN200B,"Genetic Screening, Prenatal Development, and Human Teratology",Graduate/Professional Only (200+),Pediatrics Genetics
PHARM241,Advanced Topics in Pharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS102W,Introduction to the Theory of Knowledge,Upper Division (100-199),Philosophy
PHILOS106,Topics in Logic,Upper Division (100-199),Philosophy
PHILOS298,Independent Study,Graduate/Professional Only (200+),Philosophy
PHILOS7,Introduction to Existentialism,Lower Division (1-99),Philosophy
PHMD212,Principles of Pharmacogenomics,Graduate/Professional Only (200+),Pharmacy
PHMD277A,Medicinal Chemistry I,Graduate/Professional Only (200+),Pharmacy
PHRMSCI1,New Student Seminar,Lower Division (1-99),Pharmaceutical Sciences
PHRMSCI171,Physical Biochemistry,Upper Division (100-199),Pharmaceutical Sciences
PHRMSCI241,Advanced Topics in Pharmacology,Graduate/Professional Only (200+),Pharmaceutical Sciences
MUSIC161,Wind Ensemble,Upper Division (100-199),Music
MUSIC178,Jazz Orchestra,Upper Division (100-199),Music
MUSIC21B,Keyboard Skills,Lower Division (1-99),Music
MUSIC69,Percussion for Music Majors,Lower Division (1-99),Music
MUSIC78,History of Jazz,Lower Division (1-99),Music
NEURBIO201A,Research in Neurobiology and Behavior,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO228,Psychophysiological Methods in Clinical Research,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI109B,Nursing Skills,Upper Division (100-199),Nursing Science
NURSCI125,Research Methods and Applications in Health Care,Upper Division (100-199),Nursing Science
NURSCI202,"Compassion, Communication, and Care of Underserved Populations",Graduate/Professional Only (200+),Nursing Science
NURSCI210,Advanced Pathophysiology,Graduate/Professional Only (200+),Nursing Science
NURSCI217,Applied Pharmacology,Graduate/Professional Only (200+),Nursing Science
NURSCI225B,Advanced Pharmacology II,Graduate/Professional Only (200+),Nursing Science
NURSCI243,DNP Epilogue,Graduate/Professional Only (200+),Nursing Science
NURSCI246,Qualitative Research Designs in Nursing Science,Graduate/Professional Only (200+),Nursing Science
NURSCI273,Maternity and Women’s Health Care,Graduate/Professional Only (200+),Nursing Science
PEDGEN201C,Clinical Rotation II,Graduate/Professional Only (200+),Pediatrics Genetics
PEDGEN204C,Professional Skills Development,Graduate/Professional Only (200+),Pediatrics Genetics
PHILOS121,Topics in the Theory of Knowledge,Upper Division (100-199),Philosophy
PHILOS140,Topics in Philosophy of Science,Upper Division (100-199),Philosophy
PHILOS190,Special Topics in Philosophy,Upper Division (100-199),Philosophy
PHILOS213,Topics in Modern Philosophy,Graduate/Professional Only (200+),Philosophy
PHILOS215,Topics in Analytic Philosophy,Graduate/Professional Only (200+),Philosophy
PHILOS221,Topics in Epistemology,Graduate/Professional Only (200+),Philosophy
PHMD201D,Principles of Pharmacy Practice IV,Graduate/Professional Only (200+),Pharmacy
PHMD202A,Self Care I: Conventional and Complementary,Graduate/Professional Only (200+),Pharmacy
PHMD203E,"Pharmacotherapy - Principles to Practice V: Gastrointestinal System, Dermatologic, and Opthalmologic Disorders",Graduate/Professional Only (200+),Pharmacy
PHMD274A,Pharmaceutics I,Graduate/Professional Only (200+),Pharmacy
MUSIC162,University Chorus,Upper Division (100-199),Music
MUSIC162P,University Chorus: Accompanying,Upper Division (100-199),Music
MUSIC170,"Guitar, Lute, and Other Plucked Instruments for Music Performance Majors",Upper Division (100-199),Music
MUSIC189,Accompanying for Plucked Strings: Continuo and Changes,Upper Division (100-199),Music
NEURBIO201B,Research in Neurobiology and Behavior,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO225,"Rigor, Reproducibility, and Research Methods",Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO227,Bioinformatics and Systems Biology,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO260,Auditory Neuroscience,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI221A,Medical Surgical Nursing 1,Graduate/Professional Only (200+),Nursing Science
NURSCI236,Social Determinants of Health and Health Equity,Graduate/Professional Only (200+),Nursing Science
NURSCI237,DNP Intersession,Graduate/Professional Only (200+),Nursing Science
NURSCI293,DNP Practicum III,Graduate/Professional Only (200+),Nursing Science
PHARM279,Special Topics in Pharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS105B,Metalogic,Upper Division (100-199),Philosophy
PHILOS121A,Medical Epistemology,Upper Division (100-199),Philosophy
PHILOS142W,Writing/Philosophy of Biology,Upper Division (100-199),Philosophy
PHILOS199H,Honors Directed Special Studies,Upper Division (100-199),Philosophy
PHILOS2,Puzzles and Paradoxes,Lower Division (1-99),Philosophy
PHILOS200,Special Topics in Philosophy,Graduate/Professional Only (200+),Philosophy
PHMD202C,Self Care III: Conventional and Complementary,Graduate/Professional Only (200+),Pharmacy
PHMD204A,Information Analytics and Numeracy I: Biostatistics,Graduate/Professional Only (200+),Pharmacy
MUSIC158C,Diction,Upper Division (100-199),Music
MUSIC150,Composition,Upper Division (100-199),Music
MUSIC151,Computer Music Composition,Upper Division (100-199),Music
MUSIC197,Word and Music,Upper Division (100-199),Music
MUSIC215B,Computer Music Programming,Graduate/Professional Only (200+),Music
MUSIC237,Practical ICIT Seminar,Graduate/Professional Only (200+),Music
MUSIC244,Readings for the Qualifying Examination,Graduate/Professional Only (200+),Music
MUSIC41,Major Composer,Lower Division (1-99),Music
MUSIC9,Rock: The Early Years,Lower Division (1-99),Music
NEURBIO208,Systems Neuroscience,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO209,Behavioral Neuroscience,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO237,Neurobiology of Brain Aging,Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO239,Functional Imaging of the Nervous System,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI114A,Applied Pharmacology I,Upper Division (100-199),Nursing Science
NURSCI114B,Applied Pharmacology II,Upper Division (100-199),Nursing Science
NURSCI128,Human Behavior and Mental Health Care,Upper Division (100-199),Nursing Science
NURSCI179AW,Scholarly Concentration I,Upper Division (100-199),Nursing Science
NURSCI230L,Advanced Health and Physical Assessment Laboratory,Graduate/Professional Only (200+),Nursing Science
NURSCI250,Primary Care Women's Health,Graduate/Professional Only (200+),Nursing Science
NURSCI268A,Pathophysiology I,Graduate/Professional Only (200+),Nursing Science
NURSCI285,DNP APRN Practicum I,Graduate/Professional Only (200+),Nursing Science
NURSCI298,Directed Studies in Nursing Science,Graduate/Professional Only (200+),Nursing Science
PHARM256,Experimental Design for Pharmacologists,Graduate/Professional Only (200+),Medical Pharmacology
PHARM274,Research Techniques in Pharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHARM280,Master's Project in Pharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS141B,Geometry and Spacetime,Upper Division (100-199),Philosophy
PHILOS21,Philosophy and Religion,Lower Division (1-99),Philosophy
PHILOS230,Topics in Ethics,Graduate/Professional Only (200+),Philosophy
PHILOS29,Critical Reasoning,Lower Division (1-99),Philosophy
PHMD201A,Principles of Pharmacy Practice I,Graduate/Professional Only (200+),Pharmacy
PHMD203G,Pharmacotherapy - Principles to Practice VII: Hematology and Oncologic Disorders,Graduate/Professional Only (200+),Pharmacy
PHMD216,Clinical Toxicology,Graduate/Professional Only (200+),Pharmacy
PHRMSCI199,Undergraduate Research,Upper Division (100-199),Pharmaceutical Sciences
MUSIC156B,Song Literature,Upper Division (100-199),Music
MUSIC164,Opera Workshop,Upper Division (100-199),Music
MUSIC16D,Theory/Musicianship,Lower Division (1-99),Music
MUSIC181,Improvisation,Upper Division (100-199),Music
MUSIC212,Composition,Graduate/Professional Only (200+),Music
MUSIC235,Critical Studies in Music,Graduate/Professional Only (200+),Music
MUSIC40B,History of European Music: From the Renaissance through the Baroque,Lower Division (1-99),Music
MUSIC47,Introductory Topics in Music Technology,Lower Division (1-99),Music
NETSYS295,Networked Systems Seminar,Graduate/Professional Only (200+),Networked Systems
NURSCI130,Maternity and Women’s Health Care,Upper Division (100-199),Nursing Science
NURSCI132,Pediatrics: Care of Children and Families,Upper Division (100-199),Nursing Science
NURSCI208,Frameworks for Professional Nursing Practice,Graduate/Professional Only (200+),Nursing Science
NURSCI209A,Physical Assessment,Graduate/Professional Only (200+),Nursing Science
NURSCI223A,Biostatistics for Health Sciences I,Graduate/Professional Only (200+),Nursing Science
NURSCI226,Theoretical and Conceptual Frameworks,Graduate/Professional Only (200+),Nursing Science
NURSCI234,Health Politics and Policy,Graduate/Professional Only (200+),Nursing Science
NURSCI279A,Frameworks for the Advanced Practice Registered Nursing Role: Nurse Practitioner,Graduate/Professional Only (200+),Nursing Science
PATH292A,Scientific Communication,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PATH292B,Scientific Communication,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PEDGEN200H,Genetic Counselin Research Design,Graduate/Professional Only (200+),Pediatrics Genetics
PEDGEN200L,Cytogenetics Laboratory,Graduate/Professional Only (200+),Pediatrics Genetics
PEDGEN203A,Counseling in Human Genetics: Putting Thought to Practice,Graduate/Professional Only (200+),Pediatrics Genetics
PEDGEN204B,Professional Skills Development,Graduate/Professional Only (200+),Pediatrics Genetics
PERSIAN2C,Intermediate Persian,Lower Division (1-99),Persian
PHARM272,Receptors and Drug Targets,Graduate/Professional Only (200+),Medical Pharmacology
PHARM282,Behavioral Pharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS12,History of Modern Philosophy,Lower Division (1-99),Philosophy
PHILOS124,Topics in Feminist Epistemology,Upper Division (100-199),Philosophy
PHILOS131C,Medical Ethics,Upper Division (100-199),Philosophy
PHILOS143,Topics in Philosophy of Psychology,Upper Division (100-199),Philosophy
PHILOS210,Topics in Ancient Philosophy,Graduate/Professional Only (200+),Philosophy
PHILOS22,Introduction to Law and Society,Lower Division (1-99),Philosophy
PHMD214,Pharmacy Law and Ethics,Graduate/Professional Only (200+),Pharmacy
PHMD274B,Pharmaceutics II,Graduate/Professional Only (200+),Pharmacy
PHRMSCI197,Professional Internship,Upper Division (100-199),Pharmaceutical Sciences
PHRMSCI198,Independent Study in Pharmaceutical Sciences,Upper Division (100-199),Pharmaceutical Sciences
MUSIC158B,Diction,Upper Division (100-199),Music
MUSIC15C,Musicianship III,Lower Division (1-99),Music
MUSIC165,Piano for Music Performance Majors,Upper Division (100-199),Music
MUSIC167,Winds for Music Performance Majors,Upper Division (100-199),Music
MUSIC168,Voice for Music Performance Majors,Upper Division (100-199),Music
MUSIC183A,Jazz Composition I,Upper Division (100-199),Music
MUSIC183C,Jazz Composition III,Upper Division (100-199),Music
MUSIC193,Conducting,Upper Division (100-199),Music
MUSIC202,Proseminar in Musicology,Graduate/Professional Only (200+),Music
MUSIC213,Orchestral Conducting,Graduate/Professional Only (200+),Music
MUSIC21A,Keyboard Skills,Lower Division (1-99),Music
MUSIC240,Graduate Projects,Graduate/Professional Only (200+),Music
MUSIC46,Music in Multimedia,Lower Division (1-99),Music
NETSYS202,Networking Laboratory,Graduate/Professional Only (200+),Networked Systems
NEURBIO220,"Neural Coding, Computation, and Dynamics",Graduate/Professional Only (200+),Neurobiology and Behavior
NEURBIO221,Scientific Presentation Skills,Graduate/Professional Only (200+),Neurobiology and Behavior
NURSCI112LB,Foundations of Professional Practice,Upper Division (100-199),Nursing Science
NURSCI121B,Medical Surgical Nursing II,Upper Division (100-199),Nursing Science
NURSCI235,DNP Scholarly Project I: Conceptualization and Planning,Graduate/Professional Only (200+),Nursing Science
NURSCI244,A Systems Approach to Health and Well-Being,Graduate/Professional Only (200+),Nursing Science
NURSCI252,Applied Data Science for Clinical Research,Graduate/Professional Only (200+),Nursing Science
NURSCI276,Leadership and Management in Health Care,Graduate/Professional Only (200+),Nursing Science
NURSCI282,Compassionate Care with Underserved Populations,Graduate/Professional Only (200+),Nursing Science
NURSCI291,DNP Practicum I,Graduate/Professional Only (200+),Nursing Science
PATH292C,Scientific Communication,Graduate/Professional Only (200+),Pathology and Laboratory Medicine
PEDGEN200F,Quantitative Genetics,Graduate/Professional Only (200+),Pediatrics Genetics
PHARM270,Applied Pharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHARM278,Concepts in Drug Discovery,Graduate/Professional Only (200+),Medical Pharmacology
PHARM283,Cardiovascular Pharmacology,Graduate/Professional Only (200+),Medical Pharmacology
PHILOS101,Introduction to Metaphysics,Upper Division (100-199),Philosophy
PHILOS105C,Undecidability and Incompleteness,Upper Division (100-199),Philosophy
PHILOS11,History of Medieval Philosophy,Lower Division (1-99),Philosophy
PHILOS144,Topics in Philosophy of Social Science,Upper Division (100-199),Philosophy
PHILOS163,Social Epistemology,Upper Division (100-199),Philosophy
